Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
UBE2V1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBE2V1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBE2W	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBE3A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBE4A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBL3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBL7	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBQLN1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBQLN4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBR4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBR5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBTD2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBXN1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UBXN6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UCHL5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UCKL1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UCP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UCP3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UEVLD	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UFC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UFD1L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UFSP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UFSP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UGDH	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UGGT2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UHRF1BP1L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UIMC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ULBP3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC119	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC13D	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC45A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC84B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC84B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC84B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC84B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC84B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC84B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNC93B1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNKL	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UNKL	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UPF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UPF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UQCC	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UQCR	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UQCRC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UQCRFS1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USE1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USH1G	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USH1G	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USMG5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP12	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP19	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP21	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP28	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP31	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP32	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP33	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP34	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP36	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP37	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP40	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP44	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP46	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP48	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP49	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP49	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
USP7	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UTF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UTP6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UTS2D	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
UXS1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VAC14	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VAMP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VAMP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VAMP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VAMP3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VAMP4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VARS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VAT1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VCP	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VCPIP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VDAC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VDR	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VEGFB	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VENTXP7	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VEZF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VGLL4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VKORC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VOPP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPRBP	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS13C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS24	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS25	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS28	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS29	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS33A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS33B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS35	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS36	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS37B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS37C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS4B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS52	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS54	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VPS72	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VRK3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VSIG10	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VTI1B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
VWA1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WAPAL	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WARS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WARS2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WASF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WASF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WASF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WASH1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WASL	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WBP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WBSCR16	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WBSCR27	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDFY1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDHD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR12	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR18	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR24	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR27	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR31	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR33	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR34	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR35	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR41	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR45L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR51B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR53	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR59	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR5B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR5B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR61	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR66	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR74	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR77	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR78	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR82	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR85	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR88	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR89	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR90	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR91	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WDR92	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WFDC3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WHSC1L1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WHSC2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WIBG	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WIPI1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WNT10A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WNT11	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WNT11	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WNT3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WNT7B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WNT7B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WNT9A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WSB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WSB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
WWOX	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XPA	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XPNPEP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XPO1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XPO4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XPO5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XPO6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XPO6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XRCC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XRCC2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XRCC6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XRN1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
XYLT2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YAF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YARS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YARS2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YBX2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YBX2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YES1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YIF1A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YIF1B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YIPF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YIPF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YIPF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YIPF3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YIPF5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YJEFN3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YME1L1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YOD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YOD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YPEL1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YRDC	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YTHDC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YTHDF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YTHDF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YWHAB	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YWHAE	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YWHAG	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YWHAQ	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
YY1AP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZADH2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZAN	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZAP70	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB11	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB12	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB17	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB20	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB24	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB25	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB26	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB32	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB39	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB41	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB44	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB45	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB7B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZBTB8OS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZC3H13	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZC3H3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZC3H8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZC3HAV1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZC3HC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZCCHC10	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZCCHC11	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZCCHC14	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZCCHC24	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZCCHC6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZCCHC8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZCWPW1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZDHHC12	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZDHHC20	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZDHHC21	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZDHHC24	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZDHHC6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZER1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFAND1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFAND2A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFAT	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFC3H1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFP30	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFP30	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFP36	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFP36L1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFP36L2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFP64	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFP82	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFR	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFYVE20	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZFYVE28	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZHX1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZKSCAN2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZMAT3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZMYM6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZMYND19	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZMYND8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF12	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF121	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF14	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF148	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF16	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF18	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF180	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF184	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF197	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF202	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF214	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF229	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF23	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF235	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF24	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF248	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF25	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF260	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF260	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF266	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF28	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF28	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF280A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF280B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF280D	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF281	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF296	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF296	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF300	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF311	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF318	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF319	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF32	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF321	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF322A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF324	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF329	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF335	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF337	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF33B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF34	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF343	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF347	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF354A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF358	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF367	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF384	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF394	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF395	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF396	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF416	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF417	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF425	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF426	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF428	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF428	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF43	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF432	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF434	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF436	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF442	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF443	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF445	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF451	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF467	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF468	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF473	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF48	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF496	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF497	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF500	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF500	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF503	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF510	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF512B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ZNF513	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
